-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 130805		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E73 (lactose intolerance)	Categorical single
-e 130806					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E74 first reported (other disorders of carbohydrate metabolism)	Date
-e 130807		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E74 (other disorders of carbohydrate metabolism)	Categorical single
-e 130808					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders)	Date
-e 130809		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders)	Categorical single
-e 130810					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E76 first reported (disorders of glycosaminoglycan metabolism)	Date
-e 130811		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E76 (disorders of glycosaminoglycan metabolism)	Categorical single
-e 130812					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E77 first reported (disorders of glycoprotein metabolism)	Date
-e 130813		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E77 (disorders of glycoprotein metabolism)	Categorical single
-e 130814					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	Date
-e 130815		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias)	Categorical single
-e 130816					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E79 first reported (disorders of purine and pyrimidine metabolism)	Date
-e 130817		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E79 (disorders of purine and pyrimidine metabolism)	Categorical single
-e 130818					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E80 first reported (disorders of porphyrin and bilirubin metabolism)	Date
-e 130819		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E80 (disorders of porphyrin and bilirubin metabolism)	Categorical single
-e 130820					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E83 first reported (disorders of mineral metabolism)	Date
-e 130821		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E83 (disorders of mineral metabolism)	Categorical single
-e 130822					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E84 first reported (cystic fibrosis)	Date
-e 130823		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E84 (cystic fibrosis)	Categorical single
-e 130824					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E85 first reported (amyloidosis)	Date
-e 130825		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E85 (amyloidosis)	Categorical single
-e 130826					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E86 first reported (volume depletion)	Date
-e 130827		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E86 (volume depletion)	Categorical single
-e 130828					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)	Date
-e 130829		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)	Categorical single
-e 130830					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E88 first reported (other metabolic disorders)	Date
-e 130831		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E88 (other metabolic disorders)	Categorical single
-e 130832					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)	Date
-e 130833		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)	Categorical single
-e 130836					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F00 first reported (dementia in alzheimer's disease)	Date
-e 130837		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F00 (dementia in alzheimer's disease)	Categorical single
-e 130838					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F01 first reported (vascular dementia)	Date
-e 130839		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F01 (vascular dementia)	Categorical single
-e 130840					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F02 first reported (dementia in other diseases classified elsewhere)	Date
-e 130841		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F02 (dementia in other diseases classified elsewhere)	Categorical single
-e 130842					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F03 first reported (unspecified dementia)	Date
-e 130843		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F03 (unspecified dementia)	Categorical single
-e 130844					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)	Date
-e 130845		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)	Categorical single
-e 130846					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)	Date
-e 130847		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)	Categorical single
-e 130848					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease)	Date
-e 130849		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease)	Categorical single
-e 130850					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)	Date
-e 130851		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F07 (personality and behavioural disorders due to brain disease, damage and dysfunction)	Categorical single
-e 130852					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F09 first reported (unspecified organic or symptomatic mental disorder)	Date
-e 130853		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F09 (unspecified organic or symptomatic mental disorder)	Categorical single
-e 130854					BINARY		Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Date F10 first reported (mental and behavioural disorders due to use of alcohol)	Date
-e 130855		YES-PROCESSING					Health-related outcomes > First occurrences > Mental and behavioural disorders	2405	Source of report of F10 (mental and behavioural disorders due to use of alcohol)	Categorical single
